Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Petrovic D.,Paes L.,Paes L.,201,137,2-6 6-3 6-7 4-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Okun N.,Philippoussis M.,19,189,6-4 6-2 2-6 3-6 6-2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pioline C.,Ivanisevic G.,Ivanisevic G.,15,70,4-6 6-2 5-7 6-1 7-9
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pozzi G.,Zib T.,Pozzi G.,82,118,6-3 7-6 6-7 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Puerta M.,Agassi A.,Agassi A.,112,1,2-6 2-6 3-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Costa A.,Rochus C.,120,20,6-3 6-7 6-4 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Stafford G.,Stafford G.,23,472,6-7 4-6 1-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Arthurs W.,Sampras P.,3,105,6-4 7-5 6-4
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sanguinetti D.,Woodforde M.,Woodforde M.,113,126,3-6 4-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Krajicek R.,Krajicek R.,25,10,1-6 2-6 5-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Marin J.A.,Schuettler R.,60,73,6-3 6-3 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sirianni J.,Squillari F.,Squillari F.,356,48,3-6 2-6 1-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sluiter R.,Gaudenzi A.,Sluiter R.,166,88,3-6 6-1 3-6 6-3 13-11
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Voinea A.,Voinea A.,21,95,6-7 6-4 6-4 3-6 2-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Kucera K.,Srichaphan P.,102,18,6-2 6-4 3-6 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Stanoytchev O.,Vacek D.,Vacek D.,109,44,6-1 6-7 6-7 2-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Stoltenberg J.,Bjorkman J.,Bjorkman J.,81,76,7-6 4-6 4-6 6-0 4-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tieleman L.,Martin A.,Tieleman L.,89,52,6-2 7-6 6-7 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ullyett K.,Tabara M.,Ullyett K.,182,122,6-1 7-6 4-6 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vanek J.,Wessels P.,Vanek J.,153,114,6-4 6-3 2-6 7-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Gumy H.,Vinciguerra A.,99,63,7-6 6-1 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodbridge T.,Siemerink J.,Woodbridge T.,204,93,6-4 6-1 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodruff C.,Damm M.,Woodruff C.,56,92,6-3 7-6 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Schalken S.,Agassi A.,1,47,7-5 6-0 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Arazi H.,Jonsson F.,Arazi H.,41,123,6-3 6-4 6-4
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Behrend T.,Kiefer N.,Kiefer N.,106,4,6-7 0-6 2-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Black W.,Rosset M.,Black W.,151,45,6-1 2-6 7-6 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dosedel S.,Srichaphan P.,Dosedel S.,64,102,4-6 6-2 6-4 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dupuis A.,Mirnyi M.,Mirnyi M.,98,67,7-6 6-7 6-7 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Krajicek R.,Escude N.,34,10,2-6 6-3 6-1 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Johansson T.,Ferreira W.,53,42,6-3 6-2 6-7 4-6 6-2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Fromberg R.,Pretzsch A.,Fromberg R.,80,115,7-6 7-6 6-4
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,El Aynaoui Y.,El Aynaoui Y.,12,29,5-7 3-6 3-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Corretja A.,Hewitt L.,17,30,6-0 6-0 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Hill M.,Grosjean S.,Grosjean S.,238,26,6-4 1-6 6-7 0-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ivanisevic G.,Clavet F.,Clavet F.,70,39,6-7 4-6 2-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Vacek D.,Kafelnikov Y.,2,44,6-3 6-0 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Stafford G.,Koubek S.,43,472,5-7 7-5 2-6 6-2 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kroslak J.,Federer R.,Federer R.,104,62,6-7 2-6 3-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Llodra M.,Alami K.,Alami K.,263,35,6-7 3-6 2-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Vicente F.,Vicente F.,9,55,4-6 6-2 6-3 3-6 5-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Norman M.,Pozzi G.,Norman M.,11,82,6-4 6-3 6-4
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Ilie A.,Ilie A.,37,46,3-6 6-7 7-6 4-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Portas A.,Voinea A.,Voinea A.,91,95,2-6 1-6 3-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus C.,Ullyett K.,Rochus C.,120,182,6-4 6-4 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Sluiter R.,Philippoussis M.,Philippoussis M.,166,19,1-6 6-2 6-7 1-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Squillari F.,Woodforde M.,Squillari F.,48,126,6-4 7-6 3-6 6-4
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tieleman L.,Ferrero J.C.,Ferrero J.C.,89,40,6-7 4-6 7-5 7-6 4-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tillstrom M.,Sampras P.,Sampras P.,79,3,3-6 6-7 1-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vanek J.,Bjorkman J.,Bjorkman J.,153,76,4-6 6-3 4-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Paes L.,Vinciguerra A.,99,137,7-6 6-4 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodbridge T.,Zabaleta M.,Zabaleta M.,204,33,6-7 6-4 1-6 4-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodruff C.,Sekulov J.,Woodruff C.,56,133,6-3 6-2 6-2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Zabaleta M.,Agassi A.,1,33,6-4 6-4 6-2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Bjorkman J.,Norman M.,Norman M.,76,11,4-6 4-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Federer R.,Clement A.,54,62,6-1 6-4 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Ferrero J.C.,El Aynaoui Y.,29,40,7-6 4-6 4-6 7-6 6-4
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Clavet F.,Ferreira W.,53,39,6-3 6-4 3-6 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Fromberg R.,Woodruff C.,Woodruff C.,80,56,1-6 4-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Grosjean S.,Henman T.,Henman T.,26,13,1-6 4-6 6-4 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Voinea A.,Hewitt L.,17,95,6-2 7-5 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Alami K.,Kiefer N.,4,35,6-3 6-4 6-2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Koubek S.,Kafelnikov Y.,Kafelnikov Y.,43,2,3-6 3-6 4-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Mirnyi M.,Rochus C.,Rochus C.,67,120,6-3 4-6 3-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Philippoussis M.,Ilie A.,Philippoussis M.,19,46,6-4 7-6 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Black W.,Sampras P.,3,151,6-7 3-6 6-3 7-5 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Squillari F.,Dosedel S.,Dosedel S.,48,64,5-7 2-6 3-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vicente F.,Arazi H.,Arazi H.,55,41,3-6 3-6 2-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vinciguerra A.,Escude N.,Escude N.,99,34,4-6 4-6 3-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Philippoussis M.,Agassi A.,1,19,6-4 7-6 5-7 6-3
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Clement A.,El Aynaoui Y.,29,54,3-6 6-3 6-4 3-6 10-8
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Escude N.,Arazi H.,Arazi H.,34,41,4-6 3-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Henman T.,Woodruff C.,Woodruff C.,13,56,5-7 6-1 4-6 6-3 5-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Norman M.,Norman M.,17,11,3-6 1-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Kiefer N.,Ferreira W.,Kiefer N.,4,53,6-3 6-4 6-2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Rochus C.,Kafelnikov Y.,Kafelnikov Y.,120,2,1-6 3-6 5-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Sampras P.,Dosedel S.,Sampras P.,3,64,6-1 6-2 3-6 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Arazi H.,Agassi A.,1,41,6-4 6-4 6-2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,El Aynaoui Y.,Kafelnikov Y.,Kafelnikov Y.,29,2,0-6 3-6 6-7
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Norman M.,Kiefer N.,Norman M.,11,4,3-6 6-3 6-1 7-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Woodruff C.,Sampras P.,Sampras P.,56,3,5-7 3-6 3-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Sampras P.,Agassi A.,1,3,6-4 3-6 6-7 7-6 6-1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Norman M.,Kafelnikov Y.,Kafelnikov Y.,11,2,1-6 2-6 4-6
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,The Final,5,Agassi A.,Kafelnikov Y.,Agassi A.,1,2,3-6 6-3 6-2 6-4
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Arazi H.,Schuettler R.,Arazi H.,27,57,6-2 6-3
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Berasategui A.,Costa A.,Costa A.,59,18,4-6 5-7
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Blanco G.,Schalken S.,Blanco G.,78,49,6-3 6-3
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Kiefer N.,Kiefer N.,160,4,1-6 6-2 4-6
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Damm M.,Ferrero J.C.,Ferrero J.C.,108,39,3-6 6-7
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Ilie A.,El Aynaoui Y.,21,50,6-3 6-3
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Golmard J.,Clavet F.,Golmard J.,33,37,6-4 4-6 6-1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Gross O.,Lapentti N.,Lapentti N.,173,9,3-6 2-6
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Koubek S.,Marin J.A.,Koubek S.,40,72,6-3 6-2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Mantilla F.,Black B.,Mantilla F.,25,70,7-6 6-2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Norman M.,Alami K.,Alami K.,6,34,6-7 5-7
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Novak J.,Alvarez E.,Novak J.,43,141,6-3 1-6 6-1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Prinosil D.,Pavel A.,Pavel A.,68,61,2-6 2-6
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Tarango J.,Martin A.,Martin A.,76,52,7-6 2-6 2-6
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Vacek D.,Black W.,Black W.,45,153,2-6 3-6
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Vicente F.,Paes L.,Vicente F.,47,140,6-0 4-6 6-3
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Black W.,Mantilla F.,Mantilla F.,153,25,1-6 3-6
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Blanco G.,El Aynaoui Y.,El Aynaoui Y.,78,21,4-6 6-1 0-6
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Costa A.,Koubek S.,Costa A.,18,40,6-0 6-4
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Lapentti N.,Ferrero J.C.,39,9,6-4 6-3
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Martin A.,Kiefer N.,4,52,6-3 5-7 6-0
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Novak J.,Arazi H.,Novak J.,43,27,6-4 1-6 6-0
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Pavel A.,Golmard J.,Golmard J.,61,33,6-3 4-6 6-7
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Vicente F.,Alami K.,Alami K.,47,34,4-6 6-3 1-6
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Costa A.,El Aynaoui Y.,Costa A.,18,21,6-2 6-4
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Golmard J.,Kiefer N.,4,33,6-3 7-6
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Mantilla F.,Ferrero J.C.,Ferrero J.C.,25,39,3-6 6-4 6-7
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Novak J.,Alami K.,Alami K.,43,34,4-6 2-6
Dubai Open,2000-02-07,International,Outdoor,Hard,Semifinals,3,Alami K.,Ferrero J.C.,Ferrero J.C.,34,39,6-7 3-6
Dubai Open,2000-02-07,International,Outdoor,Hard,Semifinals,3,Kiefer N.,Costa A.,Kiefer N.,4,18,6-2 6-0
Dubai Open,2000-02-07,International,Outdoor,Hard,The Final,3,Ferrero J.C.,Kiefer N.,Kiefer N.,39,4,5-7 6-4 3-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Arthurs W.,Rosset M.,Rosset M.,106,77,3-6 3-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Bastl G.,Johansson T.,Johansson T.,74,41,0-6 6-7
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Bjorkman J.,Diaz J.,Diaz J.,65,87,5-7 2-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Clement A.,Pretzsch A.,Clement A.,51,118,6-0 4-6 6-3
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Dupuis A.,Federer R.,Federer R.,93,67,4-6 4-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Enqvist T.,Portas A.,Enqvist T.,12,85,7-5 5-7 6-1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Grosjean S.,di Pasquale A.,Grosjean S.,20,54,7-6 6-1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Hrbaty D.,Kroslak J.,Kroslak J.,24,114,6-7 4-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Saulnier C.,Ivanisevic G.,63,167,6-7 7-6 6-0
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Kafelnikov Y.,Pozzi G.,Kafelnikov Y.,3,89,1-6 6-4 6-4
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ljubicic I.,Voinea A.,Ljubicic I.,69,80,6-3 7-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Raoux G.,Siemerink J.,Siemerink J.,186,91,6-7 6-2 6-7
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Santoro F.,Wessels P.,Santoro F.,38,110,7-5 6-2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Stanoytchev O.,Guardiola T.,Guardiola T.,107,147,3-6 6-1 4-6
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Vinciguerra A.,Safin M.,Vinciguerra A.,84,23,6-3 6-3
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Grosjean S.,Roux L.,Grosjean S.,20,203,6-4 3-6 6-4
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Ivanisevic G.,Enqvist T.,Ivanisevic G.,63,12,6-4 6-3
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Johansson T.,Federer R.,Federer R.,41,67,3-6 2-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Ljubicic I.,Ljubicic I.,3,69,6-7 3-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Kroslak J.,Guardiola T.,Guardiola T.,114,147,3-6 3-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Rosset M.,Clement A.,Rosset M.,77,51,6-4 7-5
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Siemerink J.,Santoro F.,Santoro F.,91,38,4-6 6-1 2-6
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Vinciguerra A.,Diaz J.,Vinciguerra A.,84,87,7-6 6-2
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Grosjean S.,Vinciguerra A.,Grosjean S.,20,84,6-4 6-4
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ivanisevic G.,Rosset M.,Rosset M.,63,77,4-6 6-3 2-6
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Federer R.,Federer R.,69,67,2-6 6-3 6-7
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Santoro F.,Guardiola T.,Santoro F.,38,147,6-4 7-6
Marseille Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Rosset M.,Grosjean S.,Rosset M.,77,20,6-3 6-3
Marseille Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Santoro F.,Federer R.,Federer R.,38,67,6-7 5-7
Marseille Open,2000-02-07,International,Indoor,Hard,The Final,3,Federer R.,Rosset M.,Rosset M.,67,77,6-2 3-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Agenor R.,King P.,Agenor R.,94,587,7-5 6-2
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Blake J.,Goldstein P.,Goldstein P.,241,98,3-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Canas G.,Philippoussis M.,Philippoussis M.,73,17,6-7 6-4 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Courier J.,Taino E.,Courier J.,44,397,6-3 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Fromberg R.,Malisse X.,Malisse X.,71,143,6-7 6-0 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Gimelstob J.,Gambill J.M.,Gimelstob J.,95,55,7-6 6-2
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Gumy H.,Woodbridge T.,Gumy H.,64,179,6-4 6-2
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Liukko V.,Tieleman L.,Liukko V.,188,99,7-5 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Mamiit C.,Alonso J.,Mamiit C.,97,117,6-4 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Massu N.,Zib T.,Zib T.,100,120,4-6 2-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Rodriguez M.,Larsson M.,Larsson M.,127,82,2-6 1-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Salzenstein J.,Ferreira W.,Ferreira W.,698,53,4-6 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Sargsian S.,van Lottum J.,Sargsian S.,60,66,6-2 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Squillari F.,Tillstrom M.,Tillstrom M.,46,79,5-7 5-7
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Srichaphan P.,Chang M.,Chang M.,96,42,5-7 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Woodforde M.,Humphries S.,Woodforde M.,125,584,6-4 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Chang M.,Mamiit C.,Chang M.,42,97,6-2 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Ferreira W.,Liukko V.,Ferreira W.,53,188,6-3 6-3
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Goldstein P.,Malisse X.,Goldstein P.,98,143,6-2 3-6 7-5
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Gumy H.,Courier J.,Courier J.,64,44,5-7 7-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Philippoussis M.,Agenor R.,Philippoussis M.,17,94,6-3 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Sargsian S.,Tillstrom M.,Tillstrom M.,60,79,6-4 6-7 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Woodforde M.,Larsson M.,Larsson M.,125,82,3-6 6-3 3-6
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Zib T.,Gimelstob J.,Gimelstob J.,120,95,4-6 6-7
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Chang M.,Tillstrom M.,Tillstrom M.,42,79,6-2 3-6 3-6
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Courier J.,Goldstein P.,Courier J.,44,98,6-4 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Larsson M.,Ferreira W.,Ferreira W.,82,53,6-4 3-6 4-6
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Philippoussis M.,Gimelstob J.,Philippoussis M.,17,95,7-6 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Ferreira W.,Tillstrom M.,Tillstrom M.,53,79,6-7 6-2 3-6
Sybase Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Philippoussis M.,Courier J.,Philippoussis M.,17,44,4-6 6-3 6-4
Sybase Open,2000-02-07,International,Indoor,Hard,The Final,3,Philippoussis M.,Tillstrom M.,Philippoussis M.,17,79,7-5 4-6 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Dewulf F.,Ivanisevic G.,Dewulf F.,280,61,6-3 2-6 6-4
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Siemerink J.,Siemerink J.,12,98,3-6 6-7
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Golmard J.,Zabaleta M.,Golmard J.,49,33,6-2 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Henman T.,Martin A.,Henman T.,11,51,6-2 6-2
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Johansson T.,Novak J.,Novak J.,41,40,3-6 2-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Kulti N.,Kafelnikov Y.,2,121,6-2 6-2
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kucera K.,Rusedski G.,Rusedski G.,29,13,2-6 5-7
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Lapentti N.,Bjorkman J.,Bjorkman J.,9,69,6-7 2-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Medvedev A.,Grosjean S.,Grosjean S.,36,19,5-7 3-6
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Norman M.,Schalken S.,Norman M.,5,50,6-2 6-7 6-3
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Pioline C.,Voinea A.,Pioline C.,15,81,6-2 6-3
